transect_id,chainage_m,n_observations,n_expected_years,temporal_completeness_pct,first_year,last_year,first_position_m,last_position_m,nsm_m,epr_m_per_year,lrr_m_per_year,lrr_r2,lrr_reference_year,lrr_position_at_reference_m,lrr_standard_error_m_per_year,lrr_ci95_low_m_per_year,lrr_ci95_high_m_per_year,uncertainty_method,analysis_status,sign_convention
T001,0.0,1,11,9.090909090909092,2017,2017,-80.34842045118626,-80.34842045118626,,,,,,,,,,not_available,insufficient_observations,"positivo=hacia el lado left de la línea base; si ese lado es tierra, positivo=retroceso y negativo=acreción"
T002,50.0,8,11,72.72727272727273,2016,2026,4.551639988507229,-21.85631301811368,-26.40795300662091,-2.640795300662091,-1.7824314311994867,0.038349655104360725,2021.125,-38.20467829354946,3.643888431382266,-10.699026422791892,7.134163560392918,student_t_95,ok,"positivo=hacia el lado left de la línea base; si ese lado es tierra, positivo=retroceso y negativo=acreción"
T003,100.0,8,11,72.72727272727273,2016,2026,-7.885548554173921,-24.496963198383668,-16.611414644209745,-1.6611414644209745,-1.6798365496222587,0.03467674194533554,2021.125,-41.2738406614156,3.6183339148491385,-10.5338996392581,7.174226540013583,student_t_95,ok,"positivo=hacia el lado left de la línea base; si ese lado es tierra, positivo=retroceso y negativo=acreción"
T004,150.0,8,11,72.72727272727273,2016,2026,-2.8996139494502526,-31.712821554121202,-28.81320760467095,-2.881320760467095,-2.7928347710055452,0.08662045914758343,2021.125,-41.45143454563838,3.702414316814577,-11.852642604250814,6.266973062239725,student_t_95,ok,"positivo=hacia el lado left de la línea base; si ese lado es tierra, positivo=retroceso y negativo=acreción"
T005,200.0,8,11,72.72727272727273,2016,2026,0.9144428381001117,-34.01463548305236,-34.929078321152474,-3.4929078321152476,-3.5580352770038752,0.13942120229932153,2021.125,-38.74459968463836,3.608822599227917,-12.38882417731459,5.272753623306838,student_t_95,ok,"positivo=hacia el lado left de la línea base; si ese lado es tierra, positivo=retroceso y negativo=acreción"
T006,250.0,9,11,81.81818181818181,2016,2026,8.041806786471952,-29.850025631467155,-37.891832417939106,-3.7891832417939106,-1.903453109000391,0.0452317413645994,2020.6666666666667,-39.011807215049025,3.305373149250527,-9.720660606977889,5.9137543889771065,student_t_95,ok,"positivo=hacia el lado left de la línea base; si ese lado es tierra, positivo=retroceso y negativo=acreción"
T007,300.0,9,11,81.81818181818181,2016,2026,10.976017776337969,-27.001858135003943,-37.97787591134191,-3.797787591134191,-2.9771425858967104,0.15725266072407484,2020.6666666666667,-35.019403228804705,2.6049555006107457,-9.137862344841125,3.183577173047704,student_t_95,ok,"positivo=hacia el lado left de la línea base; si ese lado es tierra, positivo=retroceso y negativo=acreción"
T008,350.0,9,11,81.81818181818181,2016,2026,4.664771234202114,-33.008258732403156,-37.67302996660527,-3.767302996660527,-2.9708966782314405,0.17798324883078098,2020.6666666666667,-37.39923983744119,2.4131776650033006,-8.678061855964247,2.7362684995013655,student_t_95,ok,"positivo=hacia el lado left de la línea base; si ese lado es tierra, positivo=retroceso y negativo=acreción"
T009,400.0,9,11,81.81818181818181,2016,2026,0.34075702686835063,-33.33258170610951,-33.67333873297786,-3.367333873297786,-1.3912018591297157,0.02437203912488073,2020.3333333333333,-36.78491276261062,3.326881371432897,-9.259276302568518,6.476872584309087,student_t_95,ok,"positivo=hacia el lado left de la línea base; si ese lado es tierra, positivo=retroceso y negativo=acreción"
T010,450.0,8,11,72.72727272727273,2016,2026,-3.3125716309791957,-26.886317288100404,-23.573745657121208,-2.357374565712121,0.04179648819774485,2.7528885771621603e-05,2020.125,-25.213063446915637,3.2520998643207757,-7.916091879795193,7.999684856190683,student_t_95,ok,"positivo=hacia el lado left de la línea base; si ese lado es tierra, positivo=retroceso y negativo=acreción"
T011,500.0,9,11,81.81818181818181,2016,2026,-1.987067392286483,-22.326752966269297,-20.339685573982813,-2.033968557398281,-0.9049916859419749,0.006312647982966713,2020.3333333333333,-33.94551960473271,4.29155481814231,-11.054518830848538,9.24453545896459,student_t_95,ok,"positivo=hacia el lado left de la línea base; si ese lado es tierra, positivo=retroceso y negativo=acreción"
T012,550.0,10,11,90.9090909090909,2016,2026,3.7995451289594517,-17.978837074518324,-21.778382203477776,-2.1778382203477777,-3.861672195579124,0.11177801609859539,2020.8,-35.85230335642125,3.8486903600962163,-12.736752165961,5.013407774802752,student_t_95,ok,"positivo=hacia el lado left de la línea base; si ese lado es tierra, positivo=retroceso y negativo=acreción"
T013,600.0,8,11,72.72727272727273,2016,2026,-1.340052831864773,-28.44415924444233,-27.104106412577554,-2.7104106412577553,-1.2532815904606924,0.021432693774750877,2020.125,-27.1225334350875,3.457243801635707,-9.71315717306327,7.206593992141884,student_t_95,ok,"positivo=hacia el lado left de la línea base; si ese lado es tierra, positivo=retroceso y negativo=acreción"
T014,650.0,8,11,72.72727272727273,2016,2026,-9.08648371093236,-30.97284369812226,-21.886359987189902,-2.1886359987189903,-1.4426123918200708,0.022434032613446675,2020.125,-34.450538039372546,3.887705837167199,-10.955828575368207,8.070603791728066,student_t_95,ok,"positivo=hacia el lado left de la línea base; si ese lado es tierra, positivo=retroceso y negativo=acreción"
T015,700.0,7,11,63.63636363636363,2016,2026,-14.910759747852245,-41.77440129075701,-26.863641542904766,-2.6863641542904766,-2.7347451171883166,0.18837802435025675,2020.4285714285713,-32.53249728047194,2.538596244759579,-9.261476062465194,3.791985828088561,student_t_95,ok,"positivo=hacia el lado left de la línea base; si ese lado es tierra, positivo=retroceso y negativo=acreción"
T016,750.0,7,11,63.63636363636363,2016,2026,-13.018489414188075,-45.91029374592333,-32.89180433173526,-3.289180433173526,-2.8868972018557857,0.3400711736088412,2020.4285714285713,-32.25895229002016,1.7984979905378198,-7.51083553552852,1.737041131816949,student_t_95,ok,"positivo=hacia el lado left de la línea base; si ese lado es tierra, positivo=retroceso y negativo=acreción"
T017,800.0,8,11,72.72727272727273,2016,2026,-6.4998682663810765,-30.50229524858643,-24.002426982205357,-2.4002426982205356,-3.6233660277507007,0.21711091104580316,2020.625,-31.40975505825747,2.8089620918279277,-10.49689626645364,3.250164210952238,student_t_95,ok,"positivo=hacia el lado left de la línea base; si ese lado es tierra, positivo=retroceso y negativo=acreción"
T018,850.0,9,11,81.81818181818181,2016,2026,7.188498554536191,-17.051115220880348,-24.23961377541654,-2.423961377541654,-3.4663507744238546,0.11551689390421671,2020.3333333333333,-24.98921876040484,3.6253129998106477,-12.040216018976038,5.1075144701283275,student_t_95,ok,"positivo=hacia el lado left de la línea base; si ese lado es tierra, positivo=retroceso y negativo=acreción"
T019,900.0,9,11,81.81818181818181,2016,2026,11.884145999909222,-19.400545051443622,-31.284691051352844,-3.1284691051352844,-5.171970665517376,0.15589046848274668,2020.3333333333333,-25.796991291249583,4.54879802729886,-15.92987800007918,5.585936669044427,student_t_95,ok,"positivo=hacia el lado left de la línea base; si ese lado es tierra, positivo=retroceso y negativo=acreción"
T020,950.0,8,11,72.72727272727273,2016,2026,1.454490360145674,-14.376966521801172,-15.831456881946846,-1.5831456881946846,-1.7459881566426243,0.0360241519042388,2020.125,-25.54402505269165,3.687243869001269,-10.76867390408873,7.276697590803481,student_t_95,ok,"positivo=hacia el lado left de la línea base; si ese lado es tierra, positivo=retroceso y negativo=acreción"
T021,1000.0,9,11,81.81818181818181,2016,2026,-2.998023026474151,-12.902828692583405,-9.904805666109255,-0.9904805666109254,-2.7906384699425106,0.11397622122025342,2020.6666666666667,-31.478829361017866,2.9408313434857076,-9.74570459728621,4.164427657401189,student_t_95,ok,"positivo=hacia el lado left de la línea base; si ese lado es tierra, positivo=retroceso y negativo=acreción"
T022,1050.0,11,11,100.0,2016,2026,-6.891072902606245,-17.976700503694463,-11.085627601088218,-1.1085627601088217,-2.4649434790276943,0.06785587677760019,2021.0,-44.393265838301865,3.0453240365921914,-9.353466449799232,4.423579491743842,student_t_95,ok,"positivo=hacia el lado left de la línea base; si ese lado es tierra, positivo=retroceso y negativo=acreción"
T023,1100.0,11,11,100.0,2016,2026,-18.45088165456038,-20.099317276312306,-1.6484356217519256,-0.16484356217519255,-1.725180639236263,0.04381649673013421,2021.0,-44.092930715281355,2.68636560663144,-7.801739641436581,4.351378362964055,student_t_95,ok,"positivo=hacia el lado left de la línea base; si ese lado es tierra, positivo=retroceso y negativo=acreción"
T024,1150.0,11,11,100.0,2016,2026,-11.385657687387074,-8.43109767475843,2.9545600126286438,0.29545600126286437,-1.7836577589929572,0.03990037380597711,2021.0,-37.42197303156087,2.9164863004010138,-8.38074977050005,4.813434252514136,student_t_95,ok,"positivo=hacia el lado left de la línea base; si ese lado es tierra, positivo=retroceso y negativo=acreción"
T025,1200.0,11,11,100.0,2016,2026,-3.548020335247667,-6.10215597618255,-2.5541356409348825,-0.25541356409348825,-2.7896317582510557,0.0843620110376514,2021.0,-29.330908526760755,3.0634730441965883,-9.719207784223737,4.139944267721627,student_t_95,ok,"positivo=hacia el lado left de la línea base; si ese lado es tierra, positivo=retroceso y negativo=acreción"
T026,1250.0,11,11,100.0,2016,2026,-6.835038104340031,-22.53408903930213,-15.6990509349621,-1.56990509349621,-4.363129324018681,0.15638417251660408,2021.0,-35.60192947261944,3.3779466980572392,-12.004044755024157,3.2777861069867944,student_t_95,ok,"positivo=hacia el lado left de la línea base; si ese lado es tierra, positivo=retroceso y negativo=acreción"
T027,1300.0,10,11,90.9090909090909,2016,2026,-7.920990443802964,-34.421966404795086,-26.500975960992122,-2.6500975960992124,-4.352529589837884,0.2139080632083905,2020.9,-37.09743687093294,2.949985163868294,-11.155195377718169,2.4501361980424017,student_t_95,ok,"positivo=hacia el lado left de la línea base; si ese lado es tierra, positivo=retroceso y negativo=acreción"
T028,1350.0,11,11,100.0,2016,2026,-2.5379675004583837,-32.70166432491849,-30.163696824460107,-3.016369682446011,-5.187951441120807,0.1865350445569034,2021.0,-36.87638646117143,3.611302380265592,-13.356717425281577,2.980814543039962,student_t_95,ok,"positivo=hacia el lado left de la línea base; si ese lado es tierra, positivo=retroceso y negativo=acreción"
T029,1400.0,11,11,100.0,2016,2026,19.311598791214646,-7.5493224123631135,-26.86092120357776,-2.686092120357776,-4.638055504231104,0.15769293908346904,2021.0,-17.388279493550744,3.573088586912409,-12.720381887826974,3.4442708793647663,student_t_95,ok,"positivo=hacia el lado left de la línea base; si ese lado es tierra, positivo=retroceso y negativo=acreción"
T030,1450.0,11,11,100.0,2016,2026,20.288557633702695,-3.4300667370126607,-23.718624370715354,-2.3718624370715355,-5.6602889086190675,0.2272089586287368,2021.0,-15.386618685336883,3.479650762142722,-13.531258932585905,2.2106811153477697,student_t_95,ok,"positivo=hacia el lado left de la línea base; si ese lado es tierra, positivo=retroceso y negativo=acreción"
T031,1500.0,10,11,90.9090909090909,2016,2026,-2.6445202010607787,-30.227876397116567,-27.58335619605579,-2.758335619605579,-3.5330480049391855,0.10567657793956509,2020.6,-43.32858009992073,3.633812183671005,-11.912618900484523,4.846522890606151,student_t_95,ok,"positivo=hacia el lado left de la línea base; si ese lado es tierra, positivo=retroceso y negativo=acreción"
T032,1550.0,7,11,63.63636363636363,2016,2026,-19.377262059265032,-48.208266308432485,-28.831004249167453,-2.883100424916745,-2.809164906251815,0.18119588706767642,2020.4285714285713,-47.934565259986165,2.670595249617442,-9.675265293018258,4.056935480514628,student_t_95,ok,"positivo=hacia el lado left de la línea base; si ese lado es tierra, positivo=retroceso y negativo=acreción"
T033,1600.0,7,11,63.63636363636363,2016,2026,-25.514713597032845,-47.8556368968905,-22.340923299857657,-2.234092329985766,-3.460608427216524,0.23610466428200894,2020.4285714285713,-46.9390051994326,2.783762015883651,-10.617660570053392,3.696443715620344,student_t_95,ok,"positivo=hacia el lado left de la línea base; si ese lado es tierra, positivo=retroceso y negativo=acreción"
T034,1650.0,8,11,72.72727272727273,2016,2026,-23.1097710508759,-48.474899318397675,-25.365128267521776,-2.5365128267521775,-4.6426569923241265,0.29088531890158753,2020.625,-51.01931889136391,2.9592953399753803,-11.884052689243882,2.598738704595629,student_t_95,ok,"positivo=hacia el lado left de la línea base; si ese lado es tierra, positivo=retroceso y negativo=acreción"
T035,1700.0,9,11,81.81818181818181,2016,2026,-5.727125224054432,-35.757828809093205,-30.030703585038772,-3.0030703585038774,-6.983208888413686,0.3328776492929759,2020.888888888889,-49.95655488301062,3.73651251208957,-15.82006097950552,1.8536432026781489,student_t_95,ok,"positivo=hacia el lado left de la línea base; si ese lado es tierra, positivo=retroceso y negativo=acreción"
T036,1750.0,10,11,90.9090909090909,2016,2026,3.770144159988531,-8.546764902354363,-12.316909062342894,-1.2316909062342893,-4.639437710369233,0.12130748844125439,2020.6,-41.57449704467188,4.414637130907283,-14.819590934241427,5.5407155135029615,student_t_95,ok,"positivo=hacia el lado left de la línea base; si ese lado es tierra, positivo=retroceso y negativo=acreción"
T037,1800.0,9,11,81.81818181818181,2016,2026,6.111753086044265,-10.492046949301749,-16.603800035346012,-1.6603800035346012,-3.7841411035566193,0.09865709825543945,2020.4444444444443,-33.75473435480546,4.32313855453467,-14.008363785031115,6.440081577917876,student_t_95,ok,"positivo=hacia el lado left de la línea base; si ese lado es tierra, positivo=retroceso y negativo=acreción"
T038,1850.0,7,11,63.63636363636363,2016,2026,-9.938381940226861,-34.17647721439074,-24.238095274163875,-2.4238095274163873,-2.030189440550472,0.029326788506437662,2019.5714285714287,-40.17552039857843,5.223430623840163,-15.459629574443532,11.399250693342587,student_t_95,ok,"positivo=hacia el lado left de la línea base; si ese lado es tierra, positivo=retroceso y negativo=acreción"
T039,1868.8619626880911,2,11,18.181818181818183,2018,2021,-91.9654183582966,-96.48271253718264,-4.517294178886033,-1.5057647262953442,-1.5057647262953442,1.0,2019.5,-94.22406544773962,,,,not_available,ok_without_lrr_uncertainty,"positivo=hacia el lado left de la línea base; si ese lado es tierra, positivo=retroceso y negativo=acreción"
